DEPARTAMENTO,PROVINCIA,Diagnóstico,Producto,Cat_terapeutica,IPRESS,Prom_atendidos
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE ATENCION PRIMARIA-CAP III SAN ISIDRO-ESSALUD,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,"CENTRO DE SALUD MILITAR ""SAN JUAN""",1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL DR. ENRIQUE MARTIN ALTUNA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL JUAN PABLO II,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL MANUEL BARRETO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL PACHACAMAC,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO ANCIJE,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO ESPECIALIZADO SAN FELIPE,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO MAYO,2.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,"CLINICA "" LIMATAMBO""",1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA ADVENTISTA GOOD HOPE,1.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA ANGLO AMERICANA,2.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA ANGLOAMERICANA,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA AUNA SEDE GUARDIA CIVIL,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA AVIVA SEDE LOS OLIVOS,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA BUENAVENTURA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA CENTENARIO PERUANO JAPONESA,3.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA DEL INCA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA EL GOLF,1.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA FLEMING,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA GONZALEZ S.A.,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA GOOD HOPE,1.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA INTERNACIONAL - SEDE SURCO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA JAVIER PRADO,2.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA JESUS DEL NORTE,1.3
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA LA LUZ S.A.C.,1.3
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA LIMATAMBO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA LOS ANDES SAC,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA MAISON DE SANTE DEL ESTE,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA MONTEFIORI,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA MONTESUR,1.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA ONCOSALUD,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA ONCOVIDA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA PADRE LUIS TEZZA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA PROVIDENCIA,1.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA RICARDO PALMA,3.9
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAGRADA FAMILIA DEL SUR,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN BORJA,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN FELIPE S.A.,1.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN GABRIEL,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN GABRIEL S.A.C.,1.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN JUAN BAUTISTA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN JUAN DE DIOS,1.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN JUDAS TADEO,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN MARCOS,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,Clinica San Pablo La Victoria,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN PABLO SAC,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SANTA MARTHA DEL SUR,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA SERVISALUD,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CLINICA STELLA MARIS,1.3
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CONSULTORIOS EXTERNOS ANGLO AMERICANA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CONSULTORIOS-CLINICA RISSO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,DETECTA CLINICA,2.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,ESSALUD - HOSPITAL I JORGE VOTO BERNALES CORPANCHO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,FRANCISCO PIZARRO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,GUILLERMO KAELIN DE LA FUENTE,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,1.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL AURELIO DIAZ UFANO Y PERAL,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL CARLOS LANFRANCO LA HOZ,1.3
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL CENTRAL DE LA FUERZA AEREA DEL PERU,4.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE APOYO SANTA ROSA,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE EMERGENCIAS GRAU,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,1.6
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE HUAYCAN,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE LIMA ESTE -VITARTE,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL I CARLOS ALCANTARA BUTTERFIELD,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,Hospital I Marino Molina Scippa - EsSalud,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL II RAMON CASTILLA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL II VITARTE - ESSALUD,1.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL MARIA AUXILIADORA,1.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL MILITAR GERIATRICO,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL MUNICIPAL LOS OLIVOS,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL  DOS DE MAYO,1.6
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL ARZOBISPO LOAYZA,2.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL CAYETANO HEREDIA,1.6
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,15.4
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,3.6
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL HIPOLITO UNANUE,1.3
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,4.8
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,"HOSPITAL PNP ""AUGUSTO B. LEGUIA""",2.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL POLICIAL GERIATRICO SAN JOSE,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL SAN JUAN DE LURIGANCHO,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL SERGIO E. BERNALES,2.9
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL ULDARICO ROCCA FERNANDEZ,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,INKAMAY SALUD OLIVOS,1.3
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,9.9
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,INSTITUTO NACIONAL MATERNO PERINATAL,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,IPOR: INSTITUTO PERUANO DE ONCOLOGIA & RADIOTERAPIA,3.5
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,POLICLINICO CHINCHA,1.2
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,POLICLINICO JUAN JOSE RODRIGUEZ LAZO,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,POLICLINICO PABLO BERMUDEZ,1.6
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,POLICLINICO PROCERES,1.1
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,POLICLINICO RISSO,1.8
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,POLICLINICO SANTA CRUZ,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,RESOMASA,1.0
LIMA,LIMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,UNIDAD EJECUTORA HOSPITAL SAN JUAN DE LURIGANCHO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,AIS HOSPITAL SANTA ROSA,1.7
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,ALIADA,5.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CAP III CARABAYLLO,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CAP III EL AGUSTNO-RAA-ESSALUD,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE ATENCION PRIMARIA II LURIN,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE ATENCION PRIMARIA III ALFREDO PIAZZA ROBERTS-GSPN I Y II-RPA-ESSALUD,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE ATENCION PRIMARIA III INDEPENDENCIA - RPA - ESSALUD,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE ATENCION PRIMARIA-CAP III SAN ISIDRO-ESSALUD,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE EMERGENCIAS SAN PEDRO DE LOS CHORRILLOS,2.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE SALUD MATERNO INFANTIL ANCON,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE SALUD MATERNO INFANTIL MAGDALENA,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE SALUD SAN GENARO DE VILLA,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL  PUCUSANA,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL BUENOS AIRES DE VILLA,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL DANIEL ALCIDES CARRION,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,"CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""",1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL DE SALUD VIRGEN DEL CARMEN,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL JUAN PABLO II,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL OLLANTAY,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL PACHACAMAC,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL SAN BARTOLO,2.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL SAN JOSE,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL TABLADA DE LURIN,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL TAHUANTINSUYO BAJO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MATERNO INFANTIL VILLA MARIA DEL TRIUNFO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO ANCIJE,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO ESPECIALIZADO SAN FELIPE,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO MAYO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CL ESPECIALIDADES MEDICAS,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA ADVENTISTA GOOD HOPE,1.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA ANGLOAMERICANA,1.6
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA AUNA SEDE GUARDIA CIVIL,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA AVIVA SEDE LOS OLIVOS,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA CENTENARIO PERUANO JAPONESA,4.7
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA EL GOLF,1.6
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA FLEMING,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA GONZALEZ S.A.,1.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA GOOD HOPE,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA JAVIER PRADO,1.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA JESUS DEL NORTE,1.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA LA LUZ S.A.C.,1.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA LIMATAMBO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA LOS ANDES SAC,1.6
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA MAISON DE SANTE DEL ESTE,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA MARIA DEL SOCORRO,1.7
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA MONTEFIORI,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA MONTELUZ,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA MUNDO SALUD SAC,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA ONCOSALUD,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA PADRE LUIS TEZZA,1.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA PROVIDENCIA,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA RICARDO PALMA,3.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA RISSO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN BORJA,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN FELIPE S.A.,1.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN GABRIEL,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN GABRIEL S.A.C.,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN JUAN BAUTISTA,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN JUAN DE DIOS,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN JUDAS TADEO,1.8
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,Clinica San Pablo La Victoria,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SAN PABLO SAC,1.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SANICEN,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SANTA MARTHA DEL SUR,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA SERVISALUD,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CLINICA STELLA MARIS,1.4
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,CONSULTORIOS EXTERNOS ANGLO AMERICANA,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,DETECTA CLINICA,1.5
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,ESSALUD - HOSPITAL I JORGE VOTO BERNALES CORPANCHO,1.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,FRANCISCO PIZARRO,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,GUILLERMO KAELIN DE LA FUENTE,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,2.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL AURELIO DIAZ UFANO Y PERAL,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL CARLOS LANFRANCO LA HOZ,1.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL CENTRAL DE LA FUERZA AEREA DEL PERU,3.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE APOYO SANTA ROSA,2.2
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE EMERGENCIAS GRAU,1.6
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,1.7
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE HUAYCAN,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE LIMA ESTE -VITARTE,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,1.0
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL I CARLOS ALCANTARA BUTTERFIELD,1.3
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,Hospital I Marino Molina Scippa - EsSalud,1.1
LIMA,LIMA,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL II RAMON CASTILLA,1.3
